"id","F1","F2","F3","F4","F5","F6","F7","F8","F9","F10","F11","F12","F13","F14","F15","F16","F17","F18","F19","F20","F21","F22","F23","F24","F25","F26","F27","F28"
"FOODS_3_042_TX_3_validation","10","7","1","12","8","11","8","8","9","2","7","9","7","9","9","9","8","7","9","8","12","7","8","8","7","10","8","7"
"FOODS_3_043_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1"
"FOODS_3_044_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_045_TX_3_validation","1","1","1","1","1","1","1","4","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","1","2","1","1","1"
"FOODS_3_046_TX_3_validation","1","1","1","1","2","1","2","1","2","1","1","1","1","1","2","2","1","1","1","3","1","1","1","2","1","1","1","2"
"FOODS_3_047_TX_3_validation","5","1","2","2","1","1","2","5","5","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","2"
"FOODS_3_048_TX_3_validation","1","9","9","11","2","1","10","1","10","3","1","2","7","4","7","2","9","10","9","2","14","9","1","1","1","7","11","7"
"FOODS_3_049_TX_3_validation","1","1","3","1","1","2","1","2","2","1","2","1","1","1","2","2","1","3","1","1","2","1","2","1","1","2","2","1"
"FOODS_3_050_TX_3_validation","1","1","1","1","1","1","1","1","1","1","2","1","1","1","2","4","2","2","4","1","2","1","1","1","1","1","1","1"
"FOODS_3_051_TX_3_validation","2","2","1","4","5","1","1","5","2","1","2","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1"
"FOODS_3_053_TX_3_validation","3","1","5","1","2","2","2","2","3","2","1","3","2","4","3","1","1","1","1","1","1","1","4","1","1","1","2","1"
"FOODS_3_054_TX_3_validation","1","1","2","1","1","1","1","2","2","2","2","1","2","1","1","1","12","12","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_055_TX_3_validation","2","1","1","1","2","2","5","4","2","2","4","1","1","2","4","2","2","1","1","1","2","2","1","1","1","2","1","2"
"FOODS_3_056_TX_3_validation","2","2","2","1","1","1","7","2","1","1","1","2","1","1","7","2","1","1","2","1","1","2","1","1","2","1","1","1"
"FOODS_3_057_TX_3_validation","1","1","1","3","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","4","2","1","1","1","2","1","2","1"
"FOODS_3_058_TX_3_validation","1","4","6","8","4","4","4","2","2","2","2","6","1","5","4","2","5","6","1","1","4","4","2","2","2","4","4","1"
"FOODS_3_059_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_060_TX_3_validation","1","1","1","1","1","2","1","1","2","2","1","2","1","2","1","1","3","1","2","1","1","3","1","1","1","1","1","1"
"FOODS_3_061_TX_3_validation","2","2","1","1","1","2","1","1","2","2","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","2"
"FOODS_3_062_TX_3_validation","1","1","1","3","1","1","1","1","1","2","1","1","1","1","1","3","1","1","1","1","1","1","2","2","4","2","2","2"
"FOODS_3_063_TX_3_validation","1","2","1","5","9","2","1","2","5","6","1","2","5","5","1","8","1","5","2","1","5","2","2","1","2","2","5","2"
"FOODS_3_064_TX_3_validation","29","28","2","13","24","2","28","30","3","21","31","31","28","9","13","2","25","4","21","30","6","25","30","15","24","24","28","1"
"FOODS_3_065_TX_3_validation","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","3","1","2","1","1","1","2","1","1"
"FOODS_3_066_TX_3_validation","6","7","6","7","7","6","12","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_067_TX_3_validation","1","2","2","2","1","2","2","1","2","2","1","1","1","1","1","1","2","1","2","2","1","2","4","1","1","4","1","1"
"FOODS_3_068_TX_3_validation","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","2","1","1","1","1","2","1","1","1","1","2"
"FOODS_3_069_TX_3_validation","2","21","1","27","14","2","2","2","15","2","24","27","30","8","35","1","2","1","1","14","1","1","1","1","1","1","1","1"
"FOODS_3_070_TX_3_validation","1","1","13","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","18","33","13","33","1","33"
"FOODS_3_071_TX_3_validation","8","6","7","8","2","2","8","8","7","6","6","6","7","6","7","10","7","7","8","11","7","11","7","7","10","7","8","13"
"FOODS_3_072_TX_3_validation","2","1","8","2","9","6","2","6","2","2","1","1","5","6","1","2","8","5","1","1","6","2","5","5","6","1","6","5"
"FOODS_3_073_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_074_TX_3_validation","3","2","1","1","2","1","1","3","2","1","1","1","1","1","1","2","2","2","1","2","1","1","1","1","1","1","1","1"
"FOODS_3_075_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_076_TX_3_validation","6","26","3","24","13","26","4","6","26","26","24","2","25","28","28","28","26","28","25","23","26","23","24","10","5","27","24","4"
"FOODS_3_077_TX_3_validation","20","4","4","22","13","1","22","5","25","4","20","24","25","25","25","25","24","13","26","13","1","1","1","1","20","23","3","23"
"FOODS_3_078_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1"
"FOODS_3_079_TX_3_validation","16","13","16","13","12","13","13","14","13","2","10","10","12","14","14","14","14","12","16","17","13","14","16","3","16","2","13","13"
"FOODS_3_080_TX_3_validation","37","35","35","38","3","17","6","9","3","5","38","4","8","16","4","35","38","3","9","10","7","3","37","37","5","6","38","5"
"FOODS_3_081_TX_3_validation","2","1","1","3","1","1","2","1","1","1","1","2","2","1","2","3","1","1","1","1","2","2","1","1","1","1","1","1"
"FOODS_3_082_TX_3_validation","2","1","1","2","1","1","1","1","3","1","1","2","1","1","1","3","1","1","1","1","1","1","1","1","1","1","1","4"
"FOODS_3_083_TX_3_validation","3","2","1","1","1","4","5","4","2","2","2","5","2","3","3","4","2","2","5","2","2","2","1","3","1","5","3","1"
"FOODS_3_084_TX_3_validation","8","2","2","1","1","7","2","2","1","1","1","1","1","1","2","8","1","1","7","7","1","2","9","1","1","1","1","1"
"FOODS_3_085_TX_3_validation","1","3","1","2","1","1","2","1","1","1","3","2","2","1","1","2","1","1","1","2","1","2","4","1","1","2","1","1"
"FOODS_3_086_TX_3_validation","50","57","3","6","3","57","16","24","9","8","4","50","6","17","20","11","50","9","22","33","46","36","9","22","8","27","54","41"
"FOODS_3_087_TX_3_validation","9","6","6","9","12","6","9","10","9","10","9","9","9","6","9","8","11","9","6","6","11","9","8","6","6","10","12","2"
"FOODS_3_088_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","2","1","1","1","1","1","1"
"FOODS_3_089_TX_3_validation","1","8","1","1","2","7","2","2","1","1","1","1","1","1","1","1","7","1","1","1","1","1","1","1","1","1","11","1"
"FOODS_3_090_TX_3_validation","141","117","134","142","149","36","20","147","130","143","169","161","149","6","31","138","12","137","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_091_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_092_TX_3_validation","2","3","1","1","1","3","1","2","1","1","1","1","2","1","2","2","2","1","1","2","1","2","2","1","1","2","2","3"
"FOODS_3_093_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_094_TX_3_validation","1","1","2","1","1","2","1","2","3","2","3","4","3","1","3","1","1","1","1","2","2","2","1","2","1","1","1","1"
"FOODS_3_095_TX_3_validation","1","1","1","1","1","1","1","2","1","1","2","1","1","1","1","2","1","1","2","2","1","1","1","2","2","1","1","1"
"FOODS_3_096_TX_3_validation","1","3","2","4","1","1","2","1","1","1","1","1","1","1","2","2","3","2","2","3","1","1","1","1","1","1","1","2"
"FOODS_3_097_TX_3_validation","4","3","4","2","1","1","2","3","5","4","3","3","1","2","2","5","5","1","1","5","2","5","2","2","2","2","1","1"
"FOODS_3_098_TX_3_validation","6","2","7","1","1","1","2","6","7","1","1","2","1","1","6","6","1","2","2","6","1","1","1","2","6","6","2","1"
"FOODS_3_099_TX_3_validation","33","4","23","33","35","35","6","3","4","33","35","35","27","31","6","5","3","5","32","5","6","35","6","29","35","33","33","5"
"FOODS_3_100_TX_3_validation","2","1","2","1","4","14","16","6","8","14","10","4","14","13","12","8","12","13","11","10","13","6","5","12","10","2","11","14"
"FOODS_3_101_TX_3_validation","14","15","14","2","12","14","14","19","14","12","14","12","1","12","12","2","14","15","20","1","17","14","14","2","16","2","15","1"
"FOODS_3_102_TX_3_validation","1","1","1","1","1","2","2","1","1","1","1","2","1","1","1","1","2","1","1","1","1","1","1","1","1","2","2","1"
"FOODS_3_103_TX_3_validation","3","1","3","1","2","2","3","1","2","1","2","2","2","3","4","1","1","1","1","1","3","3","1","1","1","2","1","3"
"FOODS_3_104_TX_3_validation","1","1","1","2","2","1","1","1","5","2","1","3","2","2","4","4","1","5","1","1","1","1","4","2","1","1","1","2"
"FOODS_3_105_TX_3_validation","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_106_TX_3_validation","1","1","1","1","1","16","1","11","9","14","1","1","1","1","1","1","1","1","1","11","1","1","17","1","1","1","1","1"
"FOODS_3_107_TX_3_validation","8","9","10","9","8","8","8","10","12","8","2","9","2","11","2","9","12","9","2","9","8","10","8","2","2","8","1","1"
"FOODS_3_108_TX_3_validation","7","1","7","1","7","2","1","8","1","9","2","2","1","2","9","1","2","8","7","10","1","1","1","8","8","2","1","1"
"FOODS_3_109_TX_3_validation","11","4","5","34","43","6","11","10","6","46","5","6","47","43","40","40","46","3","5","24","43","24","43","2","45","1","34","7"
"FOODS_3_110_TX_3_validation","1","2","2","1","3","2","1","1","2","2","1","2","1","3","1","1","2","2","2","1","1","1","1","1","1","2","1","1"
"FOODS_3_111_TX_3_validation","1","1","1","3","1","1","1","1","1","2","1","1","2","1","1","1","2","1","2","2","1","1","2","1","2","1","1","1"
"FOODS_3_112_TX_3_validation","6","4","6","1","7","4","2","10","4","4","4","2","8","4","2","5","5","2","5","4","1","2","2","1","4","5","5","2"
"FOODS_3_113_TX_3_validation","1","17","1","1","1","1","13","1","2","13","1","22","1","13","17","17","13","13","1","2","18","17","18","17","2","2","2","2"
"FOODS_3_114_TX_3_validation","1","1","4","4","1","1","1","1","3","1","1","1","1","1","1","4","3","1","3","3","1","2","1","2","4","3","1","1"
"FOODS_3_115_TX_3_validation","8","2","2","2","1","1","2","11","2","2","2","2","6","2","11","9","1","8","2","1","2","6","2","6","2","2","2","6"
"FOODS_3_116_TX_3_validation","10","8","2","9","10","9","1","9","9","1","2","12","1","9","9","2","2","10","9","10","8","11","2","9","8","2","2","10"
"FOODS_3_117_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_118_TX_3_validation","8","8","1","8","2","8","9","8","9","2","2","1","2","9","10","1","9","9","8","9","1","9","2","9","2","2","2","9"
"FOODS_3_119_TX_3_validation","2","1","1","2","1","2","1","2","1","1","4","2","1","3","2","3","3","1","1","2","1","2","3","2","1","2","1","1"
"FOODS_3_120_TX_3_validation","29","41","2","15","17","10","27","22","51","36","20","15","3","34","7","49","1","18","15","10","13","16","23","31","19","2","9","18"
"FOODS_3_121_TX_3_validation","1","1","1","1","1","10","2","10","10","10","10","2","12","15","1","2","1","1","10","12","13","10","14","2","11","13","2","14"
"FOODS_3_122_TX_3_validation","1","2","2","2","1","4","2","2","2","4","1","2","3","4","1","3","1","4","1","3","4","3","1","2","3","2","1","1"
"FOODS_3_123_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_124_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_125_TX_3_validation","1","1","1","1","2","5","5","5","4","2","4","4","4","3","5","2","1","1","5","2","2","1","1","2","1","1","2","2"
"FOODS_3_126_TX_3_validation","10","2","2","8","1","1","1","1","1","13","2","9","2","1","1","2","11","8","10","2","13","8","12","8","8","8","2","1"
"FOODS_3_127_TX_3_validation","1","2","2","7","6","6","7","2","2","6","6","8","6","8","2","6","1","6","8","9","6","7","2","6","6","2","1","6"
"FOODS_3_128_TX_3_validation","2","1","1","1","1","1","7","1","1","2","1","1","1","1","1","1","1","2","1","1","1","2","1","1","6","1","1","1"
"FOODS_3_129_TX_3_validation","5","1","3","1","1","2","2","1","1","1","1","1","2","1","1","1","1","2","2","1","1","1","3","2","1","1","2","5"
"FOODS_3_130_TX_3_validation","3","3","6","4","3","5","1","4","4","2","1","3","2","1","1","2","1","2","1","2","1","3","1","1","3","1","1","2"
"FOODS_3_131_TX_3_validation","10","2","11","10","2","10","1","11","9","1","9","9","1","12","9","1","10","10","2","12","2","1","15","2","10","9","2","10"
"FOODS_3_132_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_133_TX_3_validation","2","2","27","21","13","27","4","30","21","30","25","1","13","3","2","30","13","21","27","13","16","1","1","1","1","1","1","27"
"FOODS_3_134_TX_3_validation","10","4","3","15","21","10","5","14","5","6","4","4","22","7","3","10","7","7","3","23","7","21","23","4","8","22","5","18"
"FOODS_3_135_TX_3_validation","3","33","13","13","38","11","4","5","33","3","37","14","5","12","5","37","3","4","5","8","17","5","3","36","3","35","36","10"
"FOODS_3_136_TX_3_validation","4","34","3","32","16","13","21","8","3","3","36","10","5","17","11","36","3","35","11","3","7","20","35","35","35","34","33","6"
"FOODS_3_137_TX_3_validation","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","2","1","1","1","1","1"
"FOODS_3_138_TX_3_validation","10","8","13","1","1","14","9","10","13","8","11","9","9","8","10","8","2","8","11","8","10","14","10","11","2","1","1","2"
"FOODS_3_139_TX_3_validation","2","3","1","1","4","1","2","1","1","3","4","2","2","1","1","2","3","1","1","1","2","2","1","1","1","2","1","1"
"FOODS_3_140_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_141_TX_3_validation","1","1","1","1","1","2","1","1","2","1","1","1","2","1","1","2","2","1","2","2","1","1","1","1","3","2","1","1"
"FOODS_3_142_TX_3_validation","1","1","2","1","1","2","1","2","1","1","3","1","2","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_143_TX_3_validation","1","1","1","1","1","4","1","1","2","1","2","2","1","1","1","1","2","1","3","2","1","1","2","2","5","2","2","1"
"FOODS_3_144_TX_3_validation","2","1","2","1","9","9","1","2","9","9","9","1","2","2","12","9","1","1","1","1","2","1","11","1","9","1","2","9"
"FOODS_3_145_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","2","1","1","2","2","1","2","1","1","1","1","1","2","2","2","1"
"FOODS_3_146_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_147_TX_3_validation","8","1","1","8","9","9","1","1","2","8","13","9","9","9","11","11","8","2","1","8","9","1","1","1","9","1","1","1"
"FOODS_3_148_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","8","2","10","10","1","8","1","1","2"
"FOODS_3_149_TX_3_validation","1","1","1","3","1","2","1","2","2","3","1","3","2","2","2","1","3","4","4","1","1","1","1","1","1","1","1","1"
"FOODS_3_150_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_151_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_152_TX_3_validation","3","3","1","2","1","3","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_153_TX_3_validation","1","2","2","8","1","11","1","2","1","1","2","9","1","2","9","2","11","1","2","1","9","1","1","1","1","1","2","1"
"FOODS_3_154_TX_3_validation","13","1","1","24","24","54","24","46","24","35","13","14","35","7","54","60","60","13","46","60","54","46","63","54","54","46","46","4"
"FOODS_3_155_TX_3_validation","1","1","1","1","2","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","5","1","7","1","1","1","1"
"FOODS_3_156_TX_3_validation","6","7","7","1","2","1","6","7","2","9","7","1","6","6","6","6","1","8","1","6","10","1","1","1","8","7","7","1"
"FOODS_3_157_TX_3_validation","4","1","1","3","1","1","1","1","2","1","2","3","1","2","3","3","1","2","2","1","2","2","1","2","1","2","2","1"
"FOODS_3_158_TX_3_validation","2","2","3","1","2","1","1","4","1","2","1","1","1","1","1","2","1","1","1","1","2","2","1","1","1","1","1","3"
"FOODS_3_159_TX_3_validation","2","1","1","2","1","1","1","4","1","2","1","1","1","1","1","4","2","1","1","1","1","2","1","1","1","1","1","1"
"FOODS_3_160_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_161_TX_3_validation","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_162_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_163_TX_3_validation","5","4","2","2","5","4","4","4","6","2","6","2","5","5","5","4","5","2","2","1","1","2","1","1","4","2","1","1"
"FOODS_3_164_TX_3_validation","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","1","2","1","2","3","1","2","3","2","2","1","3"
"FOODS_3_165_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","2","1","2","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_166_TX_3_validation","1","2","5","1","1","2","2","2","2","1","1","2","1","1","1","2","1","1","2","1","1","1","1","1","2","1","2","6"
"FOODS_3_167_TX_3_validation","3","1","2","1","2","1","3","1","2","2","3","1","1","2","2","2","3","1","2","1","2","3","3","2","3","1","1","2"
"FOODS_3_168_TX_3_validation","7","2","1","2","9","1","1","7","2","1","9","1","1","1","1","7","1","1","1","2","1","1","1","1","2","1","1","1"
"FOODS_3_169_TX_3_validation","2","1","7","2","5","5","7","8","1","8","7","10","2","2","8","5","1","2","1","1","1","7","5","2","2","1","2","2"
"FOODS_3_170_TX_3_validation","1","1","3","1","1","2","2","1","1","2","2","5","1","1","1","1","2","1","1","1","1","2","1","1","1","1","2","1"
"FOODS_3_171_TX_3_validation","1","1","1","1","2","1","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_172_TX_3_validation","6","5","1","1","2","5","1","5","7","5","1","2","1","1","2","7","2","6","2","6","5","6","5","2","6","2","2","2"
"FOODS_3_173_TX_3_validation","1","2","1","1","1","2","1","1","2","1","1","1","1","1","1","2","1","1","1","2","2","1","1","1","1","1","1","1"
"FOODS_3_174_TX_3_validation","5","6","1","1","2","1","6","2","1","1","5","5","2","2","2","2","1","11","1","1","1","1","1","1","1","2","2","2"
"FOODS_3_175_TX_3_validation","1","1","1","1","1","1","1","2","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","2","1"
"FOODS_3_176_TX_3_validation","5","2","1","2","6","1","5","1","1","9","1","1","1","1","1","2","1","4","1","1","1","1","1","1","1","1","1","1"
"FOODS_3_177_TX_3_validation","1","2","1","1","1","1","1","1","2","3","1","1","1","2","1","1","1","1","1","1","2","1","3","1","1","1","1","1"
"FOODS_3_178_TX_3_validation","9","8","1","2","1","6","2","8","10","2","12","10","6","7","8","10","6","2","9","8","6","2","13","7","6","8","6","8"
"FOODS_3_179_TX_3_validation","6","1","1","3","2","1","1","1","1","1","2","3","1","1","1","3","3","1","2","1","1","2","1","2","2","1","1","2"
"FOODS_3_180_TX_3_validation","1","1","1","1","1","1","1","1","1","1","1","1","1","2","2","1","1","1","1","1","1","1","1","1","1","1","2","1"
"FOODS_3_181_TX_3_validation","5","1","2","1","2","5","5","5","1","1","2","6","4","6","4","6","4","4","5","6","5","1","5","1","2","2","2","5"
"FOODS_3_182_TX_3_validation","1","1","1","1","1","1","2","2","1","1","5","1","1","1","1","1","1","1","1","2","1","1","1","1","1","5","1","1"
"FOODS_3_183_TX_3_validation","1","2","1","1","1","2","4","4","1","1","2","4","5","1","1","4","6","1","2","2","4","1","4","1","1","1","2","1"
"FOODS_3_184_TX_3_validation","4","4","4","2","4","4","5","1","5","1","2","1","1","2","5","8","2","1","5","2","2","1","2","2","1","2","2","1"
"FOODS_3_185_TX_3_validation","5","2","2","37","31","24","7","7","14","35","14","1","1","34","38","1","34","39","2","14","14","14","1","24","14","2","2","14"
